f1,f2,f3,f4
-13.14725,0.1851851851851852,0.0,0.0
-12.39653,0.14814814814814814,0.0,0.0
-12.14806,0.16666666666666666,0.0,0.0
-13.14725,0.12166666666666666,0.0,0.0
-12.45237,0.16049382716049382,0.0,0.0
-13.14725,0.2222222222222222,0.0,0.0
-10.77204,0.16176470588235295,0.03571428571428571,0.0
-7.05302,0.14579552329098608,0.04225352112676056,0.0
-10.68727,0.13157894736842105,0.0,0.0
-10.68727,0.21428571428571427,0.096,0.0
-10.37431,0.17857142857142858,0.0,0.0
-10.19431,0.15789473684210525,0.0,0.0
-9.0457,0.10526315789473684,0.0,0.0
-9.115059,0.11764705882352941,0.0,0.0
-10.68727,0.15384615384615385,0.021621621621621623,0.0
-9.892321,0.14285714285714285,0.0,0.0
-10.68727,0.10526315789473684,0.0,0.0
-8.132552,0.2222222222222222,0.0,0.0
-5.772238,0.23076923076923078,0.041666666666666664,0.0
-11.24152,0.125,0.0,0.0
-11.24152,0.1818181818181818,0.032,0.0
-11.24152,0.15151515151515152,0.0,0.0
-11.24152,0.15384615384615385,0.0,0.0
-10.4908,0.15384615384615385,0.0,0.0
-10.24233,0.1818181818181818,0.0,0.0
-11.24152,0.10000000000000002,0.0,0.0
-10.54664,0.1818181818181818,0.0,0.0
-11.24152,0.10256410256410257,0.0,0.0
-8.866317,0.2222222222222222,0.0,0.0
-5.598963,0.12121212121212122,0.0,0.0
-10.07969,0.1388888888888889,0.0,0.0
-10.07969,0.19230769230769232,0.0,0.0
-9.766721,0.15384615384615385,0.0,0.0
-9.586723,0.058823529411764705,0.0,0.0
-8.438115,0.0,0.0,0.0
-8.507473,0.26666666666666666,0.0,0.0
-10.07969,0.08333333333333333,0.019656019656019656,0.0
-9.284736,0.11538461538461539,0.0,0.0
-10.07969,0.17647058823529413,0.0,0.0
-7.524967,0.0625,0.0,0.0
-4.400174,0.13513513513513514,0.0,0.0
-10.12828,0.09090909090909091,0.0,0.0
-10.12828,0.13043478260869565,0.008,0.0
-9.815317,0.043478260869565216,0.0,0.0
-9.635319,0.07142857142857142,0.0,0.0
-8.486712,0.07142857142857142,0.0,0.0
-8.556069,0.0,0.0,0.0
-10.12828,0.14285714285714285,0.0,0.0
-9.333332,0.08695652173913043,0.0,0.0
-10.12828,0.07142857142857142,0.0,0.0
-7.573563,0.07692307692307693,0.0,0.0
-4.329741,0.11764705882352941,0.0,0.0
-10.07969,0.1388888888888889,0.0,0.0
-10.07969,0.19230769230769232,0.0,0.0
-9.766721,0.15384615384615385,0.0,0.0
-9.586723,0.058823529411764705,0.0,0.0
-8.438115,0.0,0.0,0.0
-8.507473,0.26666666666666666,0.0,0.0
-10.07969,0.08333333333333333,0.009478672985781991,0.0
-9.284736,0.11538461538461539,0.0,0.0
-10.07969,0.17647058823529413,0.0,0.0
-7.524967,0.0625,0.0,0.0
-4.400174,0.13513513513513514,0.0,0.0
-10.39736,0.11764705882352941,0.0,0.0
-10.39736,0.125,0.0,0.0
-10.0844,0.125,0.0,0.0
-9.904398,0.13333333333333333,0.0,0.0
-8.755791,0.13333333333333333,0.0,0.0
-8.825149,0.23076923076923078,0.0,0.0
-10.39736,0.09090909090909091,0.0,0.0
-9.602411,0.20833333333333334,0.0,0.0
-10.39736,0.06666666666666667,0.0,0.0
-7.842642,0.14285714285714285,0.0,0.0
-4.834214,0.14285714285714285,0.0,0.0
-12.69291,0.06538461538461537,0.16393442622950818,0.0
-12.69291,0.08448275862068966,0.046296296296296294,0.0
-12.69291,0.08448275862068966,0.0,0.0
-12.69291,0.1159090909090909,0.0,0.0
-11.57703,0.0125,0.0,0.0
-11.69372,0.09722222222222221,0.0,0.0
-12.69291,0.05555555555555555,0.29411764705882354,0.0
-11.08246,0.050862068965517246,0.0,0.0
-12.69291,0.07045454545454546,0.0,0.0
-10.09788,0.07631578947368421,0.021739130434782608,0.0
-6.689784,0.06975806451612904,0.20454545454545456,0.0
-12.56689,0.06805555555555556,0.16393442622950818,0.0
-12.56689,0.07884615384615384,0.046296296296296294,0.0
-12.56689,0.07884615384615384,0.0,0.0
-12.56689,0.10561497326203209,0.0,0.0
-11.451,0.014705882352941176,0.0,0.0
-11.5677,0.07222222222222222,0.0,0.0
-12.56689,0.10069444444444445,0.2922077922077922,0.0
-10.95644,0.06346153846153846,0.0,0.0
-12.56689,0.060160427807486636,0.0,0.0
-9.971859,0.08125,0.021739130434782608,0.0
-6.563762,0.06604184829991282,0.20454545454545456,0.0
-15.30039,0.14545454545454548,0.16393442622950818,9.142857142857142
-15.65073,0.1536231884057971,0.08333333333333333,7.319444444444444
-15.21946,0.1246376811594203,0.0,7.099999999999999
-16.32536,0.16883116883116886,0.0,0.0
-14.94033,0.0,0.0,11.5
-15.32617,0.1851851851851852,0.0,8.5
-15.65073,0.10052910052910052,0.2962962962962963,10.083333333333334
-15.28623,0.09130434782608694,0.0,8.395833333333334
-16.32536,0.15584415584415584,0.0,0.0
-13.95015,0.06666666666666667,0.2826086956521739,9.097222222222223
-11.32977,0.08222643896268185,0.22727272727272727,7.566666666666666
-9.797645,0.14545454545454548,0.16393442622950818,11.868131868131867
-10.14799,0.1536231884057971,0.046296296296296294,8.602564102564102
-9.440945,0.1246376811594203,0.0,7.661538461538461
-10.82261,0.16883116883116886,0.0,0.0
-8.91492,0.0,0.0,11.538461538461538
-9.823421,0.1851851851851852,0.0,8.76923076923077
-10.14799,0.10052910052910052,0.2710843373493976,12.20879120879121
-9.668515,0.09130434782608694,0.0,9.596153846153847
-10.82261,0.15584415584415584,0.0,0.0
-8.447407,0.06666666666666667,0.021739130434782608,10.858974358974361
-5.100223,0.08222643896268185,0.20454545454545456,9.076923076923077
-12.91267,0.05677083333333333,0.16393442622950818,0.0
-12.91267,0.08409090909090909,0.046296296296296294,0.0
-12.91267,0.08409090909090909,0.0,0.0
-12.91267,0.12937062937062938,0.0,0.0
-11.79679,0.019230769230769232,0.0,0.0
-11.91348,0.07828282828282829,0.0,0.0
-12.91267,0.05277777777777778,0.26627218934911245,0.0
-11.30223,0.04772727272727273,0.0,0.0
-12.91267,0.06468531468531469,0.0,0.0
-10.31765,0.09166666666666667,0.021739130434782608,0.0
-6.909549,0.05498533724340176,0.20454545454545456,0.0
-13.54272,0.12121212121212122,0.0,0.0
-13.54272,0.17391304347826086,0.0,0.0
-13.54272,0.14492753623188406,0.0,0.0
-13.54272,0.14285714285714285,0.0,0.0
-12.792,0.19047619047619047,0.0,0.0
-12.54353,0.2222222222222222,0.0,0.0
-13.54272,0.15873015873015872,0.0,0.0
-12.84784,0.14492753623188406,0.0,0.0
-13.54272,0.14285714285714285,0.0,0.0
-11.16752,0.10256410256410257,0.0,0.0
-7.379582,0.1372549019607843,0.0,0.0
-10.11159,0.09265734265734266,0.0,0.0
-10.11159,0.12731134432783608,0.0,0.0
-9.798627,0.1141929035482259,0.0,0.0
-9.618628,0.10833333333333334,0.0,0.0
-8.470021,0.09642857142857142,0.0,0.0
-8.539379,0.1527777777777778,0.0,0.0
-10.11159,0.12433862433862433,0.0,0.0
-9.316642,0.14005497251374313,0.0,0.0
-10.11159,0.08452380952380953,0.0,0.0
-7.556872,0.0907557354925776,0.0,0.0
-4.045315,0.12352941176470589,0.0,0.0
-13.49385,0.1367965367965368,0.0,0.0
-13.49385,0.11130434782608696,0.10344827586206896,0.0
-13.49385,0.19130434782608696,0.0,0.0
-13.49385,0.08928571428571429,0.0,0.0
-12.74313,0.18452380952380953,0.0,0.0
-12.49466,0.25396825396825395,0.0,0.0
-13.49385,0.1214630779848171,0.0,0.0
-12.79897,0.1646376811594203,0.0,0.0
-13.49385,0.2619047619047619,0.0,0.0
-11.11865,0.14017094017094017,0.0,0.0
-7.33071,0.1514161220043573,0.0,0.0
-10.11159,0.09265734265734266,0.0,0.0
-10.11159,0.12731134432783608,0.0,0.0
-9.798627,0.1141929035482259,0.0,0.0
-9.618628,0.10833333333333334,0.0,0.0
-8.470021,0.09642857142857142,0.0,0.0
-8.539379,0.1527777777777778,0.0,0.0
-10.11159,0.12433862433862433,0.0,0.0
-9.316642,0.14005497251374313,0.0,0.0
-10.11159,0.08452380952380953,0.0,0.0
-7.556872,0.0907557354925776,0.0,0.0
-4.045315,0.12352941176470589,0.0,0.0
-6.21927,0.06666666666666667,0.2647058823529412,0.0
-6.569613,0.1,0.1206896551724138,0.0
-5.549602,0.1,0.0,0.0
-6.751271,0.18181818181818182,0.0,0.0
-4.345706,0.0,0.0,0.0
-5.672022,0.1111111111111111,0.0,0.0
-6.569613,0.05555555555555555,0.384297520661157,0.0
-5.990067,0.05,0.0,0.0
-7.244237,0.09090909090909091,0.0,0.0
-4.689515,0.1,0.0,0.0
-1.521848,0.06451612903225806,0.2,0.0
-9.835154,0.06825396825396825,0.11764705882352941,0.0
-9.835154,0.05185185185185185,0.23275862068965517,0.0
-9.522187,0.08518518518518518,0.1,0.0
-9.342188,0.15824915824915825,0.0,0.0
-8.193581,0.12121212121212122,0.0,0.0
-8.262939,0.047619047619047616,0.0,0.0
-9.835154,0.020833333333333332,0.0,0.0
-9.040202,0.08518518518518518,0.0,0.0
-9.835154,0.15824915824915825,0.0,0.0
-6.906865,0.06666666666666667,0.13636363636363635,0.0
-2.718415,0.054505005561735265,0.06153846153846154,0.0
-9.68203,0.07142857142857142,0.08823529411764706,0.0
-9.68203,0.05555555555555555,0.03418803418803419,0.0
-9.369062,0.05555555555555555,0.0,0.0
-9.189064,0.1111111111111111,0.0,0.0
-8.040456,0.0,0.0,0.0
-8.109815,0.14285714285714285,0.0,0.0
-9.68203,0.0625,0.0,0.0
-8.887077,0.05555555555555555,0.0,0.0
-9.68203,0.1111111111111111,0.0,0.0
-7.127308,0.0,0.0,0.0
-2.599064,0.034482758620689655,0.0,0.0
-13.69861,0.2156862745098039,0.17647058823529413,0.0
-13.69861,0.13888888888888887,0.059322033898305086,0.0
-13.69861,0.2222222222222222,0.1,0.0
-13.69861,0.13333333333333333,0.0,0.0
-12.94788,0.13333333333333333,0.0,0.0
-12.69941,0.20512820512820515,0.0,0.0
-13.69861,0.12121212121212122,0.03292181069958848,0.0
-13.00373,0.19444444444444442,0.0,0.0
-13.69861,0.26666666666666666,0.0,0.0
-11.3234,0.19047619047619047,0.0,0.0
-7.717765,0.1714285714285714,0.06153846153846154,0.0
-14.70131,0.08636904761904762,0.38235294117647056,0.0
-14.70131,0.08929292929292929,0.1271186440677966,0.0
-14.70131,0.1183838383838384,0.2,0.0
-14.70131,0.18306138306138306,0.0,0.0
-13.58543,0.08811188811188811,0.0,0.0
-13.70212,0.10937950937950938,0.0,0.0
-14.70131,0.05472222222222223,0.38271604938271603,0.0
-13.09087,0.08929292929292929,0.0,0.0
-14.70131,0.1620823620823621,0.0,0.0
-11.73272,0.09666666666666666,0.0,0.0
-7.584574,0.07669127313176256,0.24615384615384617,0.0
-13.8305,0.06060606060606061,0.2647058823529412,0.0
-13.8305,0.09500805152979065,0.11864406779661017,0.0
-13.8305,0.09500805152979065,0.0,0.0
-13.8305,0.12169312169312169,0.0,0.0
-13.07978,0.14285714285714285,0.0,0.0
-12.83131,0.1111111111111111,0.0,0.0
-13.8305,0.06349206349206349,0.38271604938271603,0.0
-13.13562,0.057971014492753624,0.0,0.0
-13.8305,0.09523809523809523,0.0,0.0
-11.45529,0.05128205128205129,0.0,0.0
-7.667359,0.08181203515889114,0.2,0.0
-9.926354,0.04893529893529894,0.0,0.0
-9.926354,0.07930756843800321,0.0,0.0
-9.613387,0.07930756843800321,0.0,0.0
-9.433388,0.10912698412698413,0.0,0.0
-8.284781,0.06349206349206349,0.0,0.0
-8.35414,0.07465277777777778,0.0,0.0
-9.926354,0.04587301587301587,0.0,0.0
-9.131402,0.0607890499194847,0.0,0.0
-9.926354,0.06547619047619047,0.0,0.0
-7.371633,0.056938159879336356,0.0,0.0
-4.032323,0.06484199850539127,0.0,0.0
-9.926354,0.04893529893529894,0.0,0.0
-9.926354,0.07930756843800321,0.0,0.0
-9.613387,0.07930756843800321,0.0,0.0
-9.433388,0.10912698412698413,0.0,0.0
-8.284781,0.06349206349206349,0.0,0.0
-8.35414,0.07465277777777778,0.0,0.0
-9.926354,0.04587301587301587,0.0,0.0
-9.131402,0.0607890499194847,0.0,0.0
-9.926354,0.06547619047619047,0.0,0.0
-7.371633,0.056938159879336356,0.0,0.0
-4.032323,0.06484199850539127,0.0,0.0
-6.21927,0.06666666666666667,0.2647058823529412,0.0
-6.569613,0.1,0.2627118644067797,0.0
-5.549602,0.1,0.0,0.0
-6.751271,0.18181818181818182,0.0,0.0
-4.345706,0.0,0.0,0.0
-5.672022,0.1111111111111111,0.0,0.0
-6.569613,0.05555555555555555,0.38114754098360654,0.0
-5.990067,0.05,0.0,0.0
-7.244237,0.09090909090909091,0.0,0.0
-4.689515,0.1,0.0,0.0
-1.521848,0.06451612903225806,0.2153846153846154,0.0
-6.21927,0.06666666666666667,0.2647058823529412,0.0
-6.569613,0.1,0.11764705882352941,0.0
-5.549602,0.1,0.0,0.0
-6.751271,0.18181818181818182,0.0,0.0
-4.345706,0.0,0.0,0.0
-5.672022,0.1111111111111111,0.0,0.0
-6.569613,0.05555555555555555,0.38114754098360654,0.0
-5.990067,0.05,0.0,0.0
-7.244237,0.09090909090909091,0.0,0.0
-4.689515,0.1,0.0,0.0
-1.521848,0.06451612903225806,0.2,0.0
-12.85651,0.1412151067323481,0.029411764705882353,0.0
-12.85651,0.14175438596491227,0.05042016806722689,0.0
-12.85651,0.14175438596491227,0.6,0.0
-12.85651,0.041666666666666664,0.0,0.0
-12.10579,0.125,0.0,0.0
-11.85732,0.13095238095238096,0.0,0.0
-12.85651,0.12617220801364024,0.09387755102040816,0.0
-12.16163,0.11508771929824561,0.2,0.0
-12.85651,0.125,0.0,0.0
-10.18344,0.16296296296296295,0.0,0.0
-6.891766,0.11481481481481481,0.35384615384615387,0.0
-9.786244,0.09375,0.14705882352941177,0.0
-9.786244,0.09090909090909091,0.016666666666666666,0.0
-9.473276,0.09090909090909091,0.09090909090909091,0.0
-9.293278,0.07692307692307693,0.0,0.0
-8.14467,0.07692307692307693,0.0,0.0
-8.214029,0.36363636363636365,0.0,0.0
-9.786244,0.05,0.0,0.0
-8.991291,0.13636363636363635,0.0,0.0
-9.786244,0.15384615384615385,0.0,0.0
-7.231522,0.08333333333333333,0.0,0.0
-3.732327,0.09090909090909091,0.03076923076923077,0.0
-12.94662,0.05057471264367816,0.16393442622950818,0.0
-12.94662,0.06315789473684211,0.06481481481481481,0.0
-12.94662,0.07631578947368421,0.0,0.0
-12.94662,0.1159090909090909,0.0,0.0
-11.83074,0.075,0.0,0.0
-11.94743,0.05555555555555555,0.0,0.0
-12.94662,0.042483660130718956,0.13953488372093023,0.0
-11.33617,0.038157894736842106,0.0,0.0
-12.94662,0.09545454545454546,0.0,0.0
-10.35159,0.10555555555555556,0.022727272727272728,0.0
-6.943496,0.05725806451612903,0.23863636363636365,0.0
-8.383493,0.06743295019157088,0.16393442622950818,20.488721804511282
-8.733836,0.06666666666666667,0.046296296296296294,15.892543859649122
-8.026793,0.1368421052631579,0.07692307692307693,20.599999999999994
-9.40846,0.12121212121212122,0.0,0.0
-7.500768,0.0,0.0,0.0
-8.409269,0.1574074074074074,0.0,27.44736842105263
-8.733836,0.07625272331154684,0.09090909090909091,20.93421052631579
-8.254363,0.06842105263157895,0.16666666666666666,19.19736842105263
-9.40846,0.19393939393939394,0.0,0.0
-7.033255,0.06666666666666667,0.1590909090909091,17.784210526315793
-3.686071,0.08745519713261647,0.23863636363636365,16.86315789473684
-8.383493,0.06743295019157088,0.16393442622950818,22.190476190476193
-8.733836,0.06666666666666667,0.046296296296296294,16.946581196581196
-8.026793,0.1368421052631579,0.15384615384615385,22.21538461538461
-9.40846,0.12121212121212122,0.0,0.0
-7.500768,0.0,0.0,0.0
-8.409269,0.1574074074074074,0.0,29.666666666666668
-8.733836,0.07625272331154684,0.08888888888888889,22.67094017094017
-8.254363,0.06842105263157895,0.0,20.653846153846153
-9.40846,0.19393939393939394,0.0,0.0
-7.033255,0.06666666666666667,0.06818181818181818,19.27692307692308
-3.686071,0.08745519713261647,0.20454545454545456,18.054700854700855
-8.383493,0.06743295019157088,0.16393442622950818,23.725
-8.733836,0.06666666666666667,0.046296296296296294,17.822916666666664
-8.026793,0.1368421052631579,0.15384615384615385,23.999999999999996
-9.40846,0.12121212121212122,0.0,0.0
-7.500768,0.0,0.0,0.0
-8.409269,0.1574074074074074,0.0,32.825
-8.733836,0.07625272331154684,0.08695652173913043,24.216666666666665
-8.254363,0.06842105263157895,0.0,21.84375
-9.40846,0.19393939393939394,0.0,0.0
-7.033255,0.06666666666666667,0.06818181818181818,20.355
-3.686071,0.08745519713261647,0.20454545454545456,19.098333333333333
-8.839333,0.15625,0.0,69.6468253968254
-8.839333,0.09090909090909091,0.0,51.83487654320987
-8.526366,0.09090909090909091,0.0,72.51111111111112
-8.346367,0.15384615384615385,0.0,0.0
-7.19776,0.07692307692307693,0.0,0.0
-7.267118,0.2727272727272727,0.0,99.17592592592592
-8.839333,0.05,0.0,66.71913580246913
-8.044381,0.18181818181818182,0.0,58.64351851851852
-8.839333,0.15384615384615385,0.0,0.0
-6.284612,0.16666666666666666,0.0,55.46851851851852
-3.376407,0.09090909090909091,0.0,55.4358024691358
-8.609862,0.03571428571428571,0.01639344262295082,0.0
-8.609862,0.05555555555555555,0.0,0.0
-8.296895,0.05555555555555555,0.07692307692307693,0.0
-8.116896,0.0,0.0,0.0
-6.96829,0.1111111111111111,0.0,0.0
-7.037648,0.0,0.0,0.0
-8.609862,0.0625,0.0,0.0
-7.81491,0.05555555555555555,0.1111111111111111,0.0
-8.609862,0.0,0.0,0.0
-6.055141,0.125,0.0,0.0
-2.730388,0.06896551724137931,0.0,0.0
-9.611555,0.06825396825396825,0.18032786885245902,75.36385836385837
-9.961898,0.1037037037037037,0.045454545454545456,56.001424501424495
-9.254855,0.06666666666666667,0.0,75.93846153846155
-10.63652,0.12121212121212122,0.0,0.0
-8.72883,0.0,0.0,0.0
-9.637332,0.07407407407407407,0.0,101.13675213675214
-9.961898,0.0787037037037037,0.07692307692307693,71.82336182336182
-9.482425,0.03333333333333333,0.16666666666666666,62.78632478632478
-10.63652,0.06060606060606061,0.0,0.0
-8.261318,0.06666666666666667,0.13043478260869565,61.54700854700855
-4.914133,0.06599925843529848,0.23863636363636365,59.800569800569804
-9.518812,0.06825396825396825,0.19672131147540983,78.89315726290518
-9.869155,0.1037037037037037,0.045454545454545456,57.85714285714285
-9.162112,0.06666666666666667,0.0,78.01848739495799
-10.54378,0.12121212121212122,0.0,0.0
-8.636087,0.0,0.0,0.0
-9.544588,0.07407407407407407,0.0,103.38655462184875
-9.869155,0.0787037037037037,0.10582010582010581,75.05882352941177
-9.389682,0.03333333333333333,0.0,64.69117647058823
-10.54378,0.06060606060606061,0.0,0.0
-8.168574,0.06666666666666667,0.021739130434782608,64.65882352941176
-4.82139,0.06599925843529848,0.20454545454545456,61.9546218487395
-10.01934,0.06825396825396825,0.19672131147540983,82.24557260920898
-10.36968,0.1037037037037037,0.045454545454545456,59.45247933884297
-9.662642,0.06666666666666667,0.0,79.88925619834711
-11.04431,0.12121212121212122,0.0,0.0
-9.136616,0.0,0.0,0.0
-10.04512,0.07407407407407407,0.0,105.62809917355372
-6.959647,0.12037037037037036,0.10256410256410256,77.93388429752066
-9.890212,0.03333333333333333,0.0,65.84504132231405
-11.04431,0.06060606060606061,0.0,0.0
-8.669104,0.06666666666666667,0.021739130434782608,67.5404958677686
-5.321919,0.06599925843529848,0.20454545454545456,63.828099173553724
-10.05426,0.06825396825396825,0.19672131147540983,83.83840749414522
-10.4046,0.1037037037037037,0.045454545454545456,60.20491803278688
-9.697557,0.06666666666666667,0.0,80.82131147540984
-11.07922,0.12121212121212122,0.0,0.0
-9.171532,0.0,0.0,0.0
